Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3.Pos3,"","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3.Pos4,"","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3.Pos5,"","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4,"","actuator","boolean","True","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos1,"","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos2,"","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos3,"","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos4,"","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos5,"","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline,"","branch","","False","","","","Recline switches","","",""
Vehicle.Cabin.Seat.Switch.Recline.Backward,"","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1,"","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos1,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos2,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos3,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos4,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos5,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2,"","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos1,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos2,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos3,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos4,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos5,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3,"","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos1,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos2,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos3,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos4,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos5,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4,"","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos1,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos2,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos3,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos4,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos5,"","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward,"","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1,"","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos1,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos2,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos3,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos4,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos5,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2,"","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos1,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos2,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos3,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos4,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos5,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3,"","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos1,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos2,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos3,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos4,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos5,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4,"","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos1,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos2,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos3,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos4,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos5,"","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion,"","branch","","False","","","","Cushion switches","","",""
Vehicle.Cabin.Seat.Switch.Cushion.Up,"","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1,"","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos1,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos2,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos3,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos4,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos5,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2,"","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos1,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos2,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos3,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos4,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos5,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3,"","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos1,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos2,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos3,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos4,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos5,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4,"","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos1,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos2,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos3,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos4,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos5,"","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down,"","actuator","boolean","True","","","","Seat cushion down switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1,"","actuator","boolean","True","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos1,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos2,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos3,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos4,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos5,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2,"","actuator","boolean","True","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos1,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos2,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos3,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos4,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos5,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row3,"","actuator","boolean","True","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row3.Pos1,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row3.Pos2,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row3.Pos3,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row3.Pos4,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row3.Pos5,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row4,"","actuator","boolean","True","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row4.Pos1,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row4.Pos2,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row4.Pos3,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row4.Pos4,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row4.Pos5,"","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward,"","actuator","boolean","True","","","","Seat cushion forward/lengthen switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row1,"","actuator","boolean","True","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row1.Pos1,"","actuator","boolean","False","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row1.Pos2,"","actuator","boolean","False","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row1.Pos3,"","actuator","boolean","False","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row1.Pos4,"","actuator","boolean","False","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row1.Pos5,"","actuator","boolean","False","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row2,"","actuator","boolean","True","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row2.Pos1,"","actuator","boolean","False","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row2.Pos2,"","actuator","boolean","False","","","","Seat cushion forward/lengthen switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Forward.Row2.Pos3,"","actuator","boolean","False","","","","Seat cushion forward/lengthen switch engaged","","","",
